uniq	filenumber	otanumber	pubdate	genre	title	wordcount	[e|i]njo[y|i]mentt?e?'?s?	settlementt?e?'?s?	astonishmentt?e?'?s?	acknowled[g|ge]mentt?e?'?s?	ama[z|s]ementt?e?'?s?	a[t|tt]one?mentt?e?'?s?	[e|i]ndu[c|s]ementt?e?'?s?	[e|i]ndo[w|we]mentt?e?'?s?	[e|i]ntr[e|i]n[s|c]hmentt?e?'?s?	[e|i]nde[a|e]rmentt?e?'?s?	[e|i]nlarge?mentt?e?'?s?	sta[yt|t]ementt?e?'?s?	[e|i]ncampe?mentt?e?'?s?	[e|i]nfr[e|i]ngementt?e?'?s?	mann?age?mentt?e?'?s?	[e|i]nfeftmentt?e?'?s?	mea[s|ss]urementt?e?'?s?	debasementt?e?'?s?	excitementt?e?'?s?	[e|i]nvestmentt?e?'?s?	ailmentt?e?'?s?	fulfilmentt?e?'?s?	[e|i]ndorsementt?e?'?s?	concernmentt?e?'?s?	[e|i]ntanglementt?e?'?s?	[e|i]nfranchisementt?e?'?s?	embankmentt?e?'?s?	[e|a]str[a|au]ngementt?e?'?s?	defilementt?e?'?s?	[e|i]nh[a|au]n[c|s]ementt?e?'?s?	[e|i]nsta[l|ll]mentt?e?'?s?	[e|i]nroll?mentt?e?'?s?	relea[s|c]ementt?e?'?s?	wondermentt?e?'?s?	condolementt?e?'?s?	withdrawmentt?e?'?s?	consignmentt?e?'?s?	[e|i]ntert[a|e]inmentt?e?'?s?
732	732	3738	1717	religious	"The nature of the kingdom, or church, of Christ: A sermon preach'd before the King, at the Royal chapel at St. James's, on Sunday March 31, 1717. By ... Benjamin Lord Bishop of Bangor. ..."	5162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733	733	3739	1716	political	"To the Right Honourable the Mayor and aldermen of the City of London: the humble petition of the colliers, cooks, cook-maids, black-smiths, jack-makers, brasiers, and others, sheweth"	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734	734	3740	1767	academic	A short treatise on the English tongue: Being an attempt to render the reading and pronunciation of the same more easy to foreigners.	6778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735	735	3741	1748	religious	"A sermon preach'd at the parish church of St. Peter's Cornhill; on the Sunday after the late dreadful fire in that neighbourhood. By Thomas Francklin,"	2663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736	736	3742	1788	drama	"The farmer: a comic opera: In two acts. As it is performed at the theatres Royal in London and Dublin. By John O'Keefe, Esq."	9880	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737	737	3743	1798	drama	"The man with two wives: or, wigs for ever! A dramatick fable; by F. G. Waldron. Set to musick by Mr. Sanderson. And first performed at the Royalty Theatre, Saturday, March 24th. 1798."	1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
738	738	3744	1765	fiction	"The sick monkey, a fable"	2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
739	739	3745	1785	drama	"Liberty-Hall: or, a test of good fellowship. A comic opera, in two acts. As it is performed with the greatest applause at the Theatre-Royal in Drury-Lane."	7881	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
740	740	3746	1794	drama	"Lodoiska: an opera, in three acts, perfomed, for the first time, by His Majesty's Servants, at the Theatre Royal, Drury-Lane, on Monday, June 9th. 1794. Written by J. P. Kemble. ..."	9535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741	741	3747	1775	poetry	"The fall of Mexico, a poem. By Mr. Jerningham"	8184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
742	742	3748	1779	religious	"A sermon preached at St. George's Bloomsbury, on Sunday, March 28: for the benefit of the Humane Society, ... By Thomas Francklin, ..."	4582	1	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745	745	3751	1726	journalistic	"It cannot rain but it pours: or, London strow'd with rarities. Being, an account of the arrival of a white bear, at the house of Mr. Ratcliff in Bishopsgate-Street: as also of the Faustina, ... and of the copper-farthing dean from Ireland. And lastly, of the wonderful wild man."	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
746	746	3752	1763	fiction	The ghost: Book IV. By C. Churchill.	12523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
747	747	3753	1763	poetry	"Patriotism, a mock-heroic. In five cantos"	7521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748	748	3754	1758	poetry	Philander. A dramatic pastoral: By the author of the Female quixote.	4591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
749	749	3755	1780	fiction	Alwyn: or the gentleman comedian. In two volumes. ...: [pt.1]	26224	1	0	0	4	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
750	750	3756	1780	fiction	Alwyn: or the gentleman comedian. In two volumes. ...: [pt.2]	29331	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
751	751	3757	1762	letter	"A letter from the Cocoa Tree, to the country gentlemen"	2385	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
752	752	3758	1793	poetry	Pastorals. By Alexander Pope	3193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
753	753	3759	1702	religious	"A sermon preach'd in Lambeth-chapel, at the consecration of ... John Lord Bishop of Bangor, on Sunday, Jan. 4th 1701/2. By William Hayley,"	5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
754	754	3760	1768	drama	False delicacy: a comedy; as it is performed at the Theatre-Royal in Drury-Lane. By His Majesty's servants. By Hugh Kelly.	18962	1	1	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
755	755	3761	1769	drama	The sister: a comedy. By Mrs. Charlotte Lennox.	14289	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
756	756	3762	1774	address	"The speech delivered by Robert Jephson, Esq; on the 11th of February, 1774, in the debate on the committing heads of a bill, for ""the better encouragement of persons professing the Popish religion to become Protestants, and for the further improvement of the kingdom."" John Foster, Esq; in the chair"	2890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
757	757	3763	1789	fiction	Arundel: By the author of The observer. ... [pt.1]	57381	1	0	2	1	0	9	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
758	758	3764	1789	fiction	Arundel: By the author of The observer. ... [pt.2]	55715	4	0	1	7	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
759	759	3765	1748	poetry	"Kilkenny: or, the old man's wish. By W. R. Chetwood"	2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
760	760	3766	1775	essay	"An essay on gleets: wherein the defects of the actual method of treating those complaints of the urethra are pointed out, and an effectual way of curing them indicated. By J. P. Marat, M.D."	3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
761	761	3767	1791	religious	"An inquiry into the origin of episcopacy, in a discourse preached in June, 1790. By a dignitary of the Church of England"	7797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
762	762	3768	1797	religious	"The Lord's cup: or, the dispensations of providence with regard to good and evil, considered in a sermon; by William Gilpin,..."	2242	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
763	763	3769	1779	political	A short history of the opposition during the last session of Parliament	12034	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
764	764	3770	1790	political	"A conversation between His most sacred Majesty George III. and Samuel Johnson, LL.D. Illustrated with observations, by James Boswell, Esq"	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
765	765	3771	1798	religious	"An explanation of the duties of religion, for the use of Boldre School, in New Forest. N.B. The small paper prefixed, which is the ground-work of this explanation, is distributed in little books among the children of the parish,"	7471	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
766	766	3772	1778	drama	Percy: a tragedy. As it is acted at the Theatre-Royal in Covent-Garden.	13833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
767	767	3773	1758	letter	"Remarks and observations on the morality and divinity contained in Dr. Free's certain articles: proposed to the Court of Assistants, of the Worshipful Company of Salters. In a letter to the Reverend Dr. Free."	6921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
768	768	3774	1761	religious	"The influence of piety on the public good. A sermon, preached in the High Church of Edinburgh, May 31. 1761, ... By Alexander Gerard,"	5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
769	769	3775	1788	religious	"Two sermons: The first, on comparing spiritual things with spiritual, preached at the primary visitation of the Lord Bishop of Winchester, at Southampton, July 15, 1788; ... the second, on the simplicity of the Gospel, preached ... September 13, 1780; ... By William Gilpin, ..."	9473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
770	770	3776	1745	poetry	Odes on several subjects	5333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
771	771	3777	1703	drama	"The mourning bride. A tragedy: As it is acted at the Theatre in Lincoln's-Inn-Fields, by His Majesty's servants. Written by Mr. Congreve."	18282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
772	772	3778	1703	poetry	The tears of Amaryllis for Amyntas. A pastoral: Lamenting the death of the late Lord Marquis of Blanford. ... By Mr. Congreve.	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
773	773	3779	1773	misc	"A whipping for the Welch parson: Being a comment on the Rev. Mr. Evan Lloyd's Epistle to David Garrick, Esq. By Scriblerius Flagellarius. To which is superadded the parson's text."	7868	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
774	774	3780	1791	academic	Proposals for publishing by subscription The man of the world	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
775	775	3781	1760	religious	The sermons of Mr. Yorick.: [pt.1]	22249	10	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
776	776	3782	1760	religious	The sermons of Mr. Yorick.: [pt.2]	29758	4	0	1	3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
777	777	3783	1782	fiction	"The beauties of Sterne: including all his pathetic tales, and most distinguished observations on life. Selected for the heart of sensibility."	42122	5	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
778	778	3784	1773	letter	Letters from Yorick to Eliza	5922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
779	779	3785	1750	religious	"The abuses of conscience: set forth in a sermon, preached in the Cathedral church of St. Peter's, York, ... on Sunday, July 29, 1750. By Laurence Sterne, A.M. ..."	3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
780	780	3786	1768	travel	A sentimental journey through France and Italy: By Mr. Yorick. ... [pt.1]	19733	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
781	781	3787	1768	travel	A sentimental journey through France and Italy: By Mr. Yorick. ... [pt.2]	20568	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
782	782	3788	1775	letter	"Letters of the late Rev. Mr. Laurence Sterne, to his most intimate friends. With a fragment in the manner of Rabelais. To which are prefix'd, memoirs of his life and family. Written by himself. And published by his daughter, Mrs. Medalle. In three volumes.: [pt.1]"	13758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
783	783	3789	1775	letter	"Letters of the late Rev. Mr. Laurence Sterne, to his most intimate friends. With a fragment in the manner of Rabelais. To which are prefix'd, memoirs of his life and family. Written by himself. And published by his daughter, Mrs. Medalle. In three volumes.: [pt.2]"	17417	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
784	784	3790	1775	letter	"Letters of the late Rev. Mr. Laurence Sterne, to his most intimate friends. With a fragment in the manner of Rabelais. To which are prefix'd, memoirs of his life and family. Written by himself. And published by his daughter, Mrs. Medalle. In three volumes.: [pt.3]"	15437	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
785	785	3791	1760	fiction	The life and opinions of Tristram Shandy	23990	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
786	786	3792	1760	fiction	The life and opinions of Tristram Shandy	24080	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
787	787	3793	1788	letter	Original letters of the late Reverend Mr. Laurence Sterne; never before published	24945	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
788	788	3794	1782	poetry	"Poems: by William Cowper, of the Inner Temple, Esq."	52936	4	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789	789	3795	1785	poetry	"The task: a poem, in six books. By William Cowper, ... To which are added, by the same author, An epistle to Joseph Hill, Esq. ... To which are added, ... an epistle ... and the history of John Gilpin."	49846	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
790	790	3796	1725	poetry	The Odyssey of Homer: [pt.1]	59899	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
791	791	3797	1724	political	"A proposal for the better supplying of churches in our foreign plantations, and for converting the savage Americans to Christianity"	5018	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
792	792	3798	1781	drama	"Songs, duos, trios, chorusses, &amp;c, in the comic opera of The carnival of Venice, as it is performed at the Theatre Royal, Drury Lane"	2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
793	793	3799	1789	drama	"The King in the country. A dramatic piece, in two acts. Acted at the Theatres-Royal, at Richmond and Windsor, 1788"	7103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794	794	3800	1783	letter	"A letter to the people of Scotland, on the present state of the nation. By James Boswell, Esq"	6295	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
795	795	3801	1796	essay	"An historical essay on the principles of political associations in a state: ... in a comparative view of the associations of the year 1792, and that recently instituted by the Whig club. By the Rev. John Brand, M.A."	30461	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
796	796	3802	1713	legal	The late tryal and conviction of Count Tariff	2047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	797	3803	1799	drama	"Management: a comedy, in five acts. As performed at the Theatre-Royal, Covent-Garden. By Frederick Reynolds."	19693	0	0	4	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
798	798	3804	1795	drama	"The rage: a comedy: As it is performed at the Theatre-Royal, Covent-Garden. By Frederick Reynolds."	20853	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
799	799	3805	1778	drama	"The devil upon two sticks: a comedy, in three acts. As it is performed at the Theatre-Royal in the Haymarket. Written by the late Samuel Foote, Esq. and now published by Mr. Colman."	13056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800	800	3806	1702	academic	A new and most accurate theory of the moon's motion: whereby all her irregularities may be solved	2941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
801	801	3807	1777	travel	An account of some of the most romantic parts of North Wales	11416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
802	802	3808	1718	journalistic	"An account of Mr. Whiston's prosecution at, and banishment from, the University of Cambridge: First printed at the end of the Historical preface, ... With an appendix: containing Mr. Whiston's farther account"	13033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
803	803	3809	1719	academic	"An account of a surprizing meteor: seen in the air March 19. 1718/19. at night. Containing, I. A description of this meteor, from the original letters of those who saw it in different places. ... By William Whiston, M.A. ..."	11203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
804	804	3810	1792	poetry	Abelard to Eloisa: a poem. By Mr. Jerningham.	2106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
805	805	3811	1760	letter	"The actor: A poetical epistle to Bonnell Thornton, Esq."	2146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
806	806	3812	1755	poetry	"Caesar's camp: or, St. George's Hill. A poem. By the Reverend Mr. Duck, ..."	3581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
807	807	3813	1792	poetry	"Calvary: or the death of Christ. A poem, in eight books. By Richard Cumberland."	55183	0	0	0	0	3	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
808	808	3814	1795	drama	"The camp: a musical entertainment, as performed at the Theatre Royal, Drury Lane. By R. B. Sheridan, Esq."	7363	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
809	809	3815	1799	drama	"The captive of Spilburg in two acts: as performed at the Theatre Royal, Drury Lane, altered from the favourite French drama called Le souterrain, with a preface by the translator. The music by Dussek."	8025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
810	810	3816	1786	drama	"The captives a tragedy: as performed at the Theatre-Royal, Drury-Lane by the author of The royal suppliants."	13282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
811	811	3817	1753	journalistic	"The case of Samuel Richardson, of London, printer: with regard to the invasion of his property in The history of Sir Charles Grandison, before publication, by certain booksellers in Dublin."	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
812	812	3818	1748	poetry	The castle of indolence: an allegorical poem. Written in imitation of Spenser. By James Thomson.	12383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
814	814	3820	1774	academic	"An address to the artists and manufacturers of Great Britain; respecting an application to Parliament for the farther encouragement of new discoveries and inventions in the useful arts; ... By W. Kenrick, LL.D"	11091	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
815	815	3821	1754	pamphlet	"An address to the public, on the treatment which the editor of the History of Sir Charles Grandison has met with from certain booksellers and printers in Dublin. Including observations on Mr. Faulkner's defence of himself, published in his Irish news-paper of Nov. 3. 1753"	9378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
816	816	3822	1796	drama	"Lock and key: a musical entertainment, in two acts, as performed at the Theatre Royal, Covent-Garden. By Prince Hoare, Esq. ... Correctly taken from the prompt-book."	9422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	817	3823	1796	academic	Nature and art: By Mrs. Inchbald.	46809	2	1	2	0	4	0	1	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
818	818	3824	1791	drama	"Next door neighbours; a comedy: in three acts. From the French dramas L'indigent &amp; Le dissipateur. As performed at the Theatre-Royal, Hay-Market. By Mrs. Inchbald."	11910	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
819	819	3825	1797	drama	"Wives as they were: and maids as they are, a comedy, in five acts. Performed at the Theatre Royal, Covent-Garden. By Mrs. Inchbald."	19882	0	0	0	0	0	3	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
820	820	3826	1794	poetry	"Roman portraits, a poem, in heroick verse; with historical remarks and illustrations: by Robert Jephson, Esq"	47501	3	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
821	821	3827	1788	drama	"The airs, duetts, trios and chorusses, &amp;c. in The prophet: a comic opera, in three acts; performed at the Theatre-Royal, Covent-Garden."	2215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
822	822	3828	1740	drama	"Alfred: a masque: Represented before Their Royal Highnesses the Prince and Princess of Wales, at Cliffden, on the first of August, 1740."	7394	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
823	823	3829	1777	drama	"Alfred. A tragedy. As performed at the Theatre-Royal, in Covent-Garden"	12744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824	824	3830	1761	drama	All in the wrong: A comedy. As it is acted at the Theatre-Royal in Drury-Lane. By Mr. Murphy.	24093	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
825	825	3831	1796	drama	"Almeyda, Queen of Granada: A tragedy, in five acts. By Sophia Lee. As performed at the Theatre Royal, Drury-Lane."	16741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
826	826	3832	1773	drama	Alzuma: a tragedy. As performed at the Theatre Royal in Covent-Garden.	14824	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
827	827	3833	1796	poetry	"The bad bargain: or, the world set up to sale."	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
